t	x_00	x_01	x_02	x_03	x_04	x_05	x_06	x_07	x_08	x_09	x_10	x_11	x_12	x_13	x_14	x_15	x_16	x_17	x_18	x_19	x_20	x_21	x_22	x_23	x_24	x_25	x_26	x_27	x_28	x_29	x_30	x_31	x_32	x_33	x_34	x_35	x_36	x_37	x_38	x_39
365d00h	0.5576291212667861	-1.3445062760607633	0.8515337876988562	1.7046951073719412	-0.2343802710971032	0.17858527035658872	-0.2397193933114769	-0.5182806523835841	0.13678248331077386	0.20549685400532502	-1.6270062782446	-0.13581483405874392	0.031437610461874224	-0.6512216389146099	1.7379978388420987	0.2275361763385702	0.5594086945765884	-0.38268452043298234	-0.451398234671283	-0.07754890306966684	0.4964291460355394	0.8919559134795101	-1.0637489975707208	-1.7793149634876892	-0.7111432095423046	-1.0893281533750927	-1.0560235349014306	-1.9744086869854023	-0.700488190665023	-0.31061419255943673	1.8851159677476528	-0.7993638025482043	-0.776809031754422	0.283078619746123	0.9134179104979904	0.8227427014829636	0.918161928169506	0.7477213851038362	-0.02793067686861051	-0.46863517873951993
365d06h	0.5475229061483091	0.6964156379958975	0.0874239162368387	-0.2677958896922831	1.1111518199617332	-0.814670749995867	1.676520434915437	0.10006216932294111	0.2288258374699835	-0.4323595243128599	0.9702654713094361	-0.03455039021491337	-0.2046858986843307	0.6430224086128966	1.1352538485448642	-0.5835344620425025	-0.6671776888727525	0.6863432751976992	1.6126514411044008	-0.627098767991616	-0.27614557232807047	-0.7724520255883894	1.45462886572885	1.264101002865641	0.18600234705872348	-1.0246228821150014	-0.8899277403063007	0.14704250027602173	-1.395818958352348	-0.9969588701485963	-0.22684540947702142	0.16205362351581154	-0.9972256186419692	0.692515546654068	-0.5539478251796671	1.3722259519126814	1.4186376568839614	0.43069514653686597	0.9489153826296396	-0.7205656835578528
365d12h	-0.7948368824733321	0.8151834502665037	-0.2869520360223013	-1.3818500192156538	-1.177379312745487	-0.05802407029281551	-1.6125744773193538	0.44598004849326656	0.1437014917723844	-0.2695621414973374	1.1245186134923915	0.6467123092652852	1.0681525276127959	-0.7006114397052071	-0.06319581757477277	1.9773077653056028	-2.429350931199803	-1.4971288209220392	0.07715273974408986	3.3522531819730115	-1.3597380756986128	-0.8913406863311973	-2.1666954004399943	0.3321797017181109	-1.1516915126238756	1.5031875379529303	-0.00042114683863714823	-1.1825694467893373	-0.9581274317385585	2.1690719036871813	-0.6858875091293706	0.16484742936186678	0.6406640761037888	-0.7020084378769278	-0.24908805509381668	-0.15473784427305026	-0.04112989890965169	-0.2289533133213784	-0.04574199667846649	0.5250766518767237
365d18h	0.6055724635674322	0.0786944169023706	-0.9180900598664102	0.2543536318940844	-1.6670561361507266	-0.4207242797525112	-0.12648255712423825	-0.623878434125533	-1.5501412612838994	1.6328213581038415	-1.603662356947707	0.10009598140336035	-0.1707717433890332	2.439928546515495	0.18137466185172715	1.3304387271603662	-0.5881400752976598	-0.6552305186314735	-0.502190998554442	-0.07969021485168029	0.009074673296482219	-1.3169837666846806	-0.9112059162982296	-0.5954752598612746	0.007707472719027872	-0.7508698541592571	0.8762396120481677	-0.5759586546106412	1.3668671578512757	-0.8509681969002817	-0.24070057403030212	0.8230785909926492	1.4995084300329689	-0.17216897180036886	-0.02831355487049751	0.4531565426235019	0.16106676520979232	0.5578510190551497	0.6118989564382886	-2.4275991802275256
366d00h	-1.1631697631362072	1.6474711353274276	-1.5562278616108718	1.2844856112192244	0.4407241496041181	-0.22805814891738924	-1.3778083668511598	1.1670062426346133	0.8885133544316657	-0.612378046704992	-0.6512397851816547	0.19926466917743269	-0.01740696434234898	0.88268921334249	-0.6150899314752039	-0.9827332768394517	-0.9983463524656864	-1.2724311401345798	-0.7766608717846545	-0.4724151339122626	1.0386488377881686	0.6360570764812061	-0.6747561803852513	-0.10693194007881998	-0.5127766821320728	0.5086699359441254	-0.25838433992029	-0.8112105049644154	-0.2769463978577025	-0.7902161140068792	0.05997828234689686	0.2990326389143657	0.5523311942441927	-0.23537656034100504	-1.0626341535994734	1.8329864980479171	-0.2611955937196577	-1.5607145670962437	-0.45863120322593953	-0.7766797463386345
366d06h	2.081588617883564	-0.047981818042527644	0.7426262710698495	-0.8400855207641248	0.6608471336124792	1.1567554342286266	1.2951036003259242	-0.8768319076185669	0.632425161738604	-0.3011158636866954	-0.5774467378040581	-1.5901155838804917	0.14631364643384662	0.379914159227074	1.0064297793689152	-1.9265604675452062	-0.8250838420183191	1.9702191957234514	-1.6667334348000205	-0.11244417234879704	-1.5759465383828182	-0.6879792429060607	-0.9112401514823514	0.5380846367836869	-0.016894225863986673	1.99016887593643	0.4331026430861503	1.36402422385661	-1.2842999896864766	0.12274614117510257	1.7614344647994655	-0.09962530259607384	-0.3954262220630904	-0.6989542545778449	0.4519841291456	0.7915275243867907	-1.3610135659598128	-1.435089517523763	0.4076472887472859	-0.3121923737068371
366d12h	-0.727567640650244	0.9669015646851008	0.5999132067191147	0.12294883384490184	1.2827227478643572	-0.9570593537957578	-1.7514310380938312	-0.5904077968065492	-0.2512451602354879	-1.9924232691900934	1.0561645951692167	-0.6108662208498368	0.656203052788761	0.10457140301358782	-1.535212983176033	0.34765366491915073	-0.4768785198053408	-0.31933965344569243	-0.15888311943969513	-1.2779392333890034	0.76279453592077	0.23652725020445103	0.17170289742773412	0.6158766182894052	-0.6645076207006841	0.6402492976710561	1.6276099368852077	1.3752594154378195	0.827723805260887	-0.28883157146707505	-0.6585257834401902	0.1178263057687036	-0.7665781537948435	-1.8157128318751217	-1.0125377442884134	0.19014877202140187	-0.414813435159858	-1.9140683946162684	0.3530947772772616	-0.364733769165858
366d18h	0.14146838370146667	0.5868480578078821	-0.7401017664964477	-0.22319571443916084	-0.7770255761414727	0.16995228141513344	-0.7975033320314384	0.5364100857874218	-0.726920738685987	0.10781664491763078	0.9848354459808308	-1.7915267176863015	-0.5139866421506055	-0.07781083452927932	1.4095038379524425	-0.9359201951082647	0.31959324801874867	0.9886718490213353	0.051864587927742296	0.4744357125613851	-0.17821703081750598	-0.21912700680352945	-0.28141708673712335	1.6517114696361206	-0.1481716655920493	1.2724580656642834	-0.024984824175856117	-0.0174772319642028	0.23006108876818415	0.8620835115446265	0.4552758854862499	0.324014063781836	1.5747052052901196	0.9057676154432165	-1.0026185804205825	-1.1833629314906162	-0.30867766444053457	-1.2750326985579694	-0.335565647476792	-0.39924784113314976
367d00h	2.1619709386734023	-2.051393928930535	1.0608453730433207	1.613011384001454	-0.8944016687771679	0.43585816753139606	-0.7613708618684701	0.5092860137034133	-0.5097610143834771	0.4803703725728083	2.3465962787428234	0.7793146015825504	-0.8627782925120876	0.6707252992172413	-0.5693487405354888	0.7183225878650616	-0.3650135658691723	-1.9183224893479425	0.5396989139815489	-0.5898911555949289	-0.67141288095368	-1.1717047768571944	-1.5823554932057187	0.6691415141482706	-2.1263346945928374	0.6313818522132792	-2.0322391759570335	1.2238403753770244	0.6737729959025348	-0.8953491196604855	-1.2829428129045344	-0.0033462739792602674	-1.1091177818336853	-0.5136104814218017	0.7496144228417555	-0.01615066143667396	0.2272112458408775	0.9445879189104923	2.2421034640409876	-0.6438651399244862
367d06h	0.5999143437759967	-1.8486994281951745	1.8417074599415446	0.4660572027465199	1.400458694959818	-0.16514924772256698	-0.5428782707506803	0.4505009122638853	2.114533522257705	1.7966284578110185	-0.941688300770874	-2.4984068414430087	-0.21852420908460626	-0.3881294757371681	-0.9578926095362817	-0.4898584987952554	-0.4353173741789126	-0.5921910252138047	0.702735272891452	0.6402865215825527	-0.8997971179815495	-0.6272418035912647	-0.8642761274565324	-0.7039183700626385	-0.6796525393059811	-1.0504878394239552	2.8180379176397494	-0.48272957873888295	-0.3933687214873018	0.46485285945498656	1.3799717955294883	-0.9185194298577216	-0.012426660914069017	0.24226915135310761	-1.4370485801730848	-1.4782011177506535	1.4771322484379314	-1.4702600647820476	-0.8640583186457139	0.018775979258045243
